gold_answers_json,prediction,exact_match,f1,correct_em,token_confidences_json,generated_token_ids_json,seq_conf_mean,seq_conf_min,seq_conf_logmean,generated_length
"[""Haymarket""]",Northumberland,0,0.0,0,"[0.8568542003631592, 0.9949343800544739, 0.9998828172683716, 0.9999972581863403, 0.7890908122062683, 0.9224475622177124, 0.695263683795929, 0.7402169704437256, 0.724975049495697, 0.7140887975692749, 0.7105141282081604, 0.7165905833244324, 0.7241907715797424, 0.7299933433532715, 0.7363897562026978, 0.7430907487869263, 0.7495246529579163, 0.7552797198295593, 0.7607284784317017]","[1117, 5937, 15, 7721, 1, 1, 1117, 1117, 1117, 1117, 1117, 1117, 1117, 1117, 1117, 1117, 1117, 1117, 1117]",0.7928449323302821,0.695263683795929,-0.2398820383537336,19
"[""Arriva""]",Newcastle upon Tyne,0,0.0,0,"[0.8881204724311829, 0.9402509927749634, 0.9987192153930664, 0.9994305968284607, 0.9999289512634277, 0.8354249596595764, 0.8835868239402771, 0.13966284692287445, 0.27220281958580017, 0.38061094284057617, 0.4689430892467499, 0.5335571765899658, 0.5744813084602356, 0.6063754558563232, 0.629133939743042, 0.652724027633667, 0.6709057092666626, 0.6877230405807495, 0.6988726258277893]","[21225, 1286, 10352, 29, 15, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.6768765786760732,0.13966284692287445,-0.4833299702184593,19
"[""Killingworth""]",Go North East,0,0.0,0,"[0.13344348967075348, 0.9359096884727478, 0.9840461611747742, 0.6055347323417664, 0.9177046418190002, 0.09701814502477646, 0.045297618955373764, 0.11221496015787125, 0.1604270488023758, 0.18058834969997406, 0.1772669404745102, 0.1686156541109085, 0.16142156720161438, 0.15268008410930634, 0.14614152908325195, 0.13974639773368835, 0.1337585598230362, 0.1291147917509079, 0.12737050652503967]","[1263, 1117, 1932, 1, 1, 1117, 3556, 3556, 3556, 3556, 3556, 3556, 3556, 3556, 3556, 3556, 3556, 3556, 3556]",0.28991057194377245,0.045297618955373764,-1.6349462388589024,19
"[""Newcastle upon Tyne""]",Go,0,0.0,0,"[0.9869309663772583, 0.9928325414657593, 0.7482969164848328, 0.3325880169868469, 0.9383581876754761, 0.9665234684944153, 0.9758097529411316, 0.9798014163970947, 0.9817119836807251, 0.9831601977348328, 0.9838962554931641, 0.9845018982887268, 0.9849387407302856, 0.9852305054664612, 0.985458254814148, 0.9856780171394348, 0.9858493804931641, 0.9859920144081116, 0.9861603379249573]","[1263, 1, 1, 1263, 1263, 1263, 1263, 1263, 1263, 1263, 1263, 1263, 1263, 1263, 1263, 1263, 1263, 1263, 1263]",0.9344062554208856,0.3325880169868469,-0.09065474831867777,19
"[""Go-Ahead""]","Arriva North East, Go North East and Stagecoach North East.",0,0.0,0,"[0.9243899583816528, 0.9998308420181274, 0.930814266204834, 0.9986085295677185, 0.9993140697479248, 0.7298979163169861, 0.9970577955245972, 0.9993256330490112, 0.8858416676521301, 0.9986448884010315, 0.9995802044868469, 0.999956488609314, 0.9864097237586975, 0.9960873126983643, 0.9960648417472839, 0.9996813535690308, 0.9547732472419739, 0.25371885299682617, 0.23836560547351837]","[20559, 9, 1117, 1932, 6, 1263, 1117, 1932, 11, 13578, 509, 1836, 1117, 1932, 5, 1, 1, 13578, 13578]",0.8888612209182036,0.23836560547351837,-0.18251040798569043,19
"[""Arriva North East""]",Haymarket,0,0.0,0,"[0.7044921517372131, 0.9997851252555847, 0.9939111471176147, 0.7373610138893127, 0.2826138138771057, 0.37217679619789124, 0.3780791163444519, 0.4681780934333801, 0.5271963477134705, 0.5699375867843628, 0.5989677906036377, 0.618990421295166, 0.6338215470314026, 0.6440962553024292, 0.6519332528114319, 0.659060537815094, 0.665259599685669, 0.6705519556999207, 0.675952136516571]","[8567, 8809, 1, 1, 1289, 1289, 8567, 8567, 8567, 8567, 8567, 8567, 8567, 8567, 8567, 8567, 8567, 8567, 8567]",0.6238086678479847,0.2826138138771057,-0.5146859565822833,19
"[""link the local networks to national networks""]",integrate cycling into workplace travel plans; link the local networks to national networks.,0,0.6666666666666666,0,"[0.1631939858198166, 0.9586982727050781, 0.9962543249130249, 0.9976925849914551, 0.9998308420181274, 0.998955488204956, 0.9667894840240479, 0.7981069684028625, 0.9642283320426941, 0.9994692206382751, 0.9976924657821655, 0.9807937145233154, 0.9961251616477966, 0.9988452196121216, 0.990209698677063, 0.9987805485725403, 0.9048370122909546, 0.41375672817230225, 0.3709142208099365]","[9162, 13771, 139, 6940, 1111, 1390, 117, 1309, 8, 415, 5275, 12, 1157, 5275, 5, 1, 1, 2421, 2421]",0.8681670670446596,0.1631939858198166,-0.2195041410551956,19
"[""Increase the number of cycle parking facilities""]",educating that cycling promotes healthy living,0,0.0,0,"[0.05325349047780037, 0.4106091260910034, 0.9797651171684265, 0.9275039434432983, 0.9994912147521973, 0.999923586845398, 0.99871826171875, 0.9996126294136047, 0.6939244866371155, 0.9581899642944336, 0.1888406127691269, 0.09108086675405502, 0.08180683851242065, 0.07144572585821152, 0.06251708418130875, 0.055905088782310486, 0.05182626098394394, 0.048847950994968414, 0.045671187341213226]","[3, 23251, 24, 13771, 2519, 7, 1695, 840, 1, 1, 2421, 740, 740, 740, 740, 740, 740, 740, 740]",0.4588912335273467,0.045671187341213226,-1.4871335781919057,19
"[""joining up routes that are partially or completely isolated""]",joining up,0,0.3636363636363636,0,"[0.11250772327184677, 0.9930862188339233, 0.9667112827301025, 0.8617209792137146, 0.8512652516365051, 0.06588027626276016, 0.07111860811710358, 0.07794347405433655, 0.0797734335064888, 0.07936668395996094, 0.08473574370145798, 0.08873313665390015, 0.09141331911087036, 0.09332785755395889, 0.0946597009897232, 0.0958893820643425, 0.09667094051837921, 0.09730765223503113, 0.09806757420301437]","[6109, 95, 1, 1, 14610, 14610, 3, 3, 3, 3, 740, 740, 740, 740, 740, 740, 740, 740, 740]",0.26316732834828527,0.06588027626276016,-1.939868574994934,19
"[""developing on road cycle networks""]",highlighting the usage of cycling,0,0.0,0,"[0.21466507017612457, 0.96684330701828, 0.9959185719490051, 0.9958943128585815, 0.9983673691749573, 0.9830179214477539, 0.5977967977523804, 0.8177826404571533, 0.7126222252845764, 0.5017640590667725, 0.2593638598918915, 0.24033063650131226, 0.2826578915119171, 0.30482903122901917, 0.3170343339443207, 0.32174649834632874, 0.32308849692344666, 0.32126152515411377, 0.3184572160243988]","[3, 19465, 8, 4742, 13, 13771, 1, 1, 492, 492, 492, 2421, 2421, 2421, 2421, 2421, 2421, 2421, 2421]",0.5512337770901228,0.21466507017612457,-0.750661617706049,19
"[""contraflows on one way streets""]",contraflows,0,0.33333333333333337,0,"[0.2287226915359497, 0.9995332956314087, 0.9964442849159241, 0.9758613705635071, 0.9474452137947083, 0.13907688856124878, 0.09010133147239685, 0.08557740598917007, 0.09410981088876724, 0.10033505409955978, 0.10417386889457703, 0.10784206539392471, 0.11037103086709976, 0.11229537427425385, 0.11456315964460373, 0.115973562002182, 0.121521957218647, 0.12745101749897003, 0.1313345730304718]","[5314, 7631, 7, 1, 1, 3620, 3620, 3620, 3620, 3620, 3620, 3620, 3620, 3620, 3620, 3620, 5314, 5314, 5314]",0.3001438924356511,0.08557740598917007,-1.7082176250176613,19
"[""educating that cycling promotes healthy living""]",educating that cycling promotes healthy living,1,1.0,1,"[0.2510213851928711, 0.9827414155006409, 0.7759738564491272, 0.632556140422821, 0.9997418522834778, 0.9998152852058411, 0.9959532022476196, 0.998890221118927, 0.7058285474777222, 0.9476691484451294, 0.2463747262954712, 0.261806458234787, 0.27891531586647034, 0.27795010805130005, 0.2748813033103943, 0.2713511884212494, 0.26915261149406433, 0.2690573036670685, 0.26600196957588196]","[3, 23251, 24, 13771, 2519, 7, 1695, 840, 1, 1, 2421, 3, 3, 3, 3, 3, 3, 3, 3]",0.5634569494347823,0.2463747262954712,-0.7559220428298059,19
"[""making safer routes on busier streets""]",making safer routes on,0,0.8,0,"[0.6240662336349487, 0.9982553124427795, 0.9883379340171814, 0.5935909152030945, 0.7345119118690491, 0.8795152306556702, 0.727886974811554, 0.7581160664558411, 0.7540009617805481, 0.7445956468582153, 0.7323116660118103, 0.7217177152633667, 0.7138638496398926, 0.7050800919532776, 0.6966466903686523, 0.690546452999115, 0.6845958828926086, 0.6760400533676147, 0.6680799126625061]","[492, 14289, 9729, 30, 1, 1, 492, 492, 492, 492, 492, 492, 492, 492, 492, 492, 492, 492, 492]",0.7416715527835646,0.5935909152030945,-0.3076305751858983,19
"[""Increase the number of cycle parking facilities""]",integrate cycling into workplace travel plans; link the local networks to national networks.,0,0.0,0,"[0.8856285214424133, 0.7409701943397522, 0.9956484436988831, 0.9984667897224426, 0.9997370839118958, 0.9992602467536926, 0.958763599395752, 0.7881045937538147, 0.961516261100769, 0.9996423721313477, 0.9983887672424316, 0.9817591905593872, 0.9980934262275696, 0.9992684721946716, 0.9732566475868225, 0.9990923404693604, 0.9759389162063599, 0.1996779888868332, 0.13407622277736664]","[9162, 13771, 139, 6940, 1111, 1390, 117, 1309, 8, 415, 5275, 12, 1157, 5275, 5, 1, 1, 2421, 2421]",0.8730152672842929,0.13407622277736664,-0.23386402770781803,19
"[""cycle parking facilities""]",on quieter streets; making safer routes on busier streets; innovating and implementing,0,0.0,0,"[0.35861921310424805, 0.9391517043113708, 0.9997617602348328, 0.9973313808441162, 0.9761943817138672, 0.788302481174469, 0.9972586631774902, 0.9972026348114014, 0.9989790916442871, 0.9917353987693787, 0.9999867677688599, 0.9988905787467957, 0.9933649301528931, 0.8679268956184387, 0.999937891960144, 0.9997544884681702, 0.8933310508728027, 0.9951366782188416, 0.9956026077270508]","[30, 4354, 49, 6162, 117, 492, 14289, 9729, 30, 2601, 972, 6162, 117, 16, 5326, 1014, 11, 3, 10311]",0.9362351894378662,0.35861921310424805,-0.086306988245384,19
"[""educating that cycling promotes healthy living""]",reduce city congestion;,0,0.0,0,"[0.4574986696243286, 0.9908066391944885, 0.9997426867485046, 0.9379476308822632, 0.8156121969223022, 0.593799352645874, 0.13346843421459198, 0.11857766658067703, 0.14714373648166656, 0.23707500100135803, 0.30232158303260803, 0.3479406237602234, 0.37491658329963684, 0.3924597203731537, 0.4049965739250183, 0.41598376631736755, 0.4234989583492279, 0.429680734872818, 0.4361589252948761]","[1428, 690, 26294, 117, 1, 1, 2519, 2519, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428]",0.47155944650110443,0.11857766658067703,-0.9244936392707769,19
"[""cut city congestion""]",promotes healthy living,0,0.0,0,"[0.577811062335968, 0.9976977705955505, 0.9879311323165894, 0.997147262096405, 0.7037836313247681, 0.9283537268638611, 0.44789642095565796, 0.45632171630859375, 0.3563627004623413, 0.27527597546577454, 0.22991354763507843, 0.24704357981681824, 0.28303149342536926, 0.31462132930755615, 0.33765506744384766, 0.35780811309814453, 0.3737233579158783, 0.38949260115623474, 0.40057119727134705]","[2519, 7, 1695, 840, 1, 1, 12, 12, 12, 12, 12, 2519, 2519, 2519, 2519, 2519, 2519, 2519, 2519]",0.5085495624103045,0.22991354763507843,-0.7970160233353548,19
"[""cinema""]","the cinema relocated to the Old Town Hall, Gateshead.",0,0.25,0,"[0.6215852499008179, 0.9598340392112732, 0.9738065004348755, 0.999685525894165, 0.9586793184280396, 0.9968068599700928, 0.9993640780448914, 0.9999688863754272, 0.9996377229690552, 0.9990541338920593, 0.9992738366127014, 0.9998517036437988, 0.9999229907989502, 0.9993676543235779, 0.9899132251739502, 0.9498836994171143, 0.5239899754524231, 0.39677006006240845, 0.3269008994102478]","[8, 10276, 20069, 26, 12, 8, 3525, 4463, 2501, 6, 11118, 7, 3313, 5, 1, 1, 386, 386, 8]",0.8786471768429405,0.3269008994102478,-0.17592759894946858,19
"[""roof""]",the Tyneside Cinema,0,0.0,0,"[0.1995965540409088, 0.4565970301628113, 0.9999526739120483, 0.9996103644371033, 0.9928064346313477, 0.8682968616485596, 0.9595791101455688, 0.2018517553806305, 0.20230509340763092, 0.2016264647245407, 0.19870643317699432, 0.19382578134536743, 0.18741847574710846, 0.184223011136055, 0.18769870698451996, 0.19171543419361115, 0.19491904973983765, 0.19410307705402374, 0.19594237208366394]","[8, 10352, 1496, 1599, 17544, 1, 1, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8]",0.41109340441854375,0.184223011136055,-1.170366437308381,19
"[""cinema""]","Old Town Hall, Gateshead.",0,0.0,0,"[0.35225069522857666, 0.9998525381088257, 0.999729335308075, 0.9987263083457947, 0.9981655478477478, 0.9995003938674927, 0.9999290704727173, 0.9989224672317505, 0.9981339573860168, 0.962195634841919, 0.46137872338294983, 0.43355733156204224, 0.39510661363601685, 0.36021217703819275, 0.3342386782169342, 0.316256582736969, 0.3021833598613739, 0.2916111946105957, 0.28497985005378723]","[3525, 4463, 2501, 6, 11118, 7, 3313, 5, 1, 1, 37, 37, 37, 37, 37, 37, 37, 37, 37]",0.6572068663019883,0.28497985005378723,-0.5568114385886394,19
"[""full-time""]",reopened in the restored and refurbished original building.,0,0.0,0,"[0.1963605284690857, 0.9576424360275269, 0.9893469214439392, 0.6555184721946716, 0.9956965446472168, 0.999554455280304, 0.9920111298561096, 0.9976657629013062, 0.9991831183433533, 0.9993801116943359, 0.9996718168258667, 0.9991552829742432, 0.9974486231803894, 0.9505947232246399, 0.2651316821575165, 0.19093772768974304, 0.12391480803489685, 0.09409769624471664, 0.10148756951093674]","[3, 60, 26940, 16, 8, 13216, 11, 3, 27243, 926, 740, 5, 1, 1, 1083, 1083, 1083, 3, 3]",0.7107789163526735,0.09409769624471664,-0.62620052522956,19
"[""Heaton Manor School""]","Walker Technology College, Gosforth High School, Heaton Manor",0,0.5454545454545454,0,"[0.8415816426277161, 0.9994183778762817, 0.9965516328811646, 0.9997935891151428, 0.9736636281013489, 0.999818742275238, 0.9999737739562988, 0.9999946355819702, 0.9987305998802185, 0.9139888286590576, 0.9959819316864014, 0.9897403717041016, 0.9994038343429565, 0.9992602467536926, 0.9999819993972778, 0.7110700607299805, 0.9338672161102295, 0.9696458578109741, 0.4768827557563782]","[13521, 3669, 1888, 6, 1263, 7, 1161, 189, 1592, 1121, 6, 7862, 106, 1140, 127, 1, 6, 472, 2391]",0.9368078802761278,0.4768827557563782,-0.07848587673491425,19
"[""Newcastle High""]",Newcastle High,1,1.0,1,"[0.9214712381362915, 0.7655642032623291, 0.9449105858802795, 0.9945781230926514, 0.5224058032035828, 0.4680662751197815, 0.6936482787132263, 0.7910495400428772, 0.8335687518119812, 0.8576293587684631, 0.8707725405693054, 0.8794103860855103, 0.8855656981468201, 0.8900544047355652, 0.8931877017021179, 0.8963093161582947, 0.8987535834312439, 0.9011228680610657, 0.9030196070671082]","[21225, 1592, 1, 1, 37, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.8321625402099208,0.4680662751197815,-0.199761551425959,19
"[""on par""]",on par with the independent,0,0.6666666666666666,0,"[0.2707315981388092, 0.9606887102127075, 0.8396538496017456, 0.9607886075973511, 0.984970211982727, 0.7948307991027832, 0.7770686149597168, 0.22756314277648926, 0.18181203305721283, 0.2017303854227066, 0.2104894071817398, 0.21494141221046448, 0.22019274532794952, 0.2244100719690323, 0.22707149386405945, 0.22983266413211823, 0.2327389419078827, 0.23458260297775269, 0.23786476254463196]","[30, 260, 28, 8, 2547, 1, 1, 33, 33, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",0.43326116078778315,0.18181203305721283,-1.0654948558701778,19
"[""Royal Grammar School""]",Newcastle High School for Girls.,0,0.25,0,"[0.6629355549812317, 0.90727299451828, 0.529286801815033, 0.8328449726104736, 0.9787204265594482, 0.9927988052368164, 0.9985693693161011, 0.8695852756500244, 0.5833373665809631, 0.4818562865257263, 0.42608749866485596, 0.38607165217399597, 0.38745373487472534, 0.41481152176856995, 0.43746599555015564, 0.4584536552429199, 0.4752526879310608, 0.4926123023033142, 0.5030264258384705]","[21225, 1592, 1121, 21, 13312, 5, 1, 1, 13521, 13521, 13521, 13521, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.622023333060114,0.38607165217399597,-0.5339561624243625,19
"[""Newcastle High School for Girls""]",Newcastle High,0,0.5714285714285715,0,"[0.9737682342529297, 0.6093573570251465, 0.9448327422142029, 0.9709452986717224, 0.5839042067527771, 0.8618605732917786, 0.9125335812568665, 0.9330273270606995, 0.9429348707199097, 0.9500235319137573, 0.9546709656715393, 0.958101749420166, 0.960386335849762, 0.9620559215545654, 0.9632038474082947, 0.9643758535385132, 0.965272068977356, 0.9661010503768921, 0.9667026996612549]","[21225, 1592, 1, 1, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225, 21225]",0.9128451692430597,0.5839042067527771,-0.10060398362206255,19
"[""sixth""]",eleven,0,0.0,0,"[0.5237411856651306, 0.8300917148590088, 0.459415078163147, 0.21275648474693298, 0.24968725442886353, 0.3695219159126282, 0.43648990988731384, 0.4688871204853058, 0.4860887825489044, 0.49701356887817383, 0.5025813579559326, 0.5077098608016968, 0.5103971362113953, 0.5126521587371826, 0.5144056081771851, 0.516011118888855, 0.5169877409934998, 0.5195401310920715, 0.5198169946670532]","[20394, 1, 1, 1296, 20394, 20394, 20394, 20394, 20394, 20394, 20394, 20394, 20394, 20394, 20394, 20394, 20394, 20394, 20394]",0.4817786906894885,0.21275648474693298,-0.7657960097452203,19
"[""Benfield School""]","Walker Technology College, Gosforth High School, Heaton Manor",0,0.2,0,"[0.32845643162727356, 0.999401330947876, 0.99660325050354, 0.9997949004173279, 0.9727293848991394, 0.9998065829277039, 0.999971866607666, 0.999995231628418, 0.998702883720398, 0.9130880236625671, 0.9952473044395447, 0.9887097477912903, 0.9994090795516968, 0.9991787075996399, 0.9999815225601196, 0.702808678150177, 0.9298367500305176, 0.977817714214325, 0.40184101462364197]","[13521, 3669, 1888, 6, 1263, 7, 1161, 189, 1592, 1121, 6, 7862, 106, 1140, 127, 1, 6, 472, 2391]",0.9054410739948875,0.32845643162727356,-0.13761850069237413,19
"[""only independent boys' only school""]",independent,0,0.33333333333333337,0,"[0.4413798749446869, 0.9542196393013, 0.7962853312492371, 0.1912909299135208, 0.1729506105184555, 0.13246381282806396, 0.12376392632722855, 0.167835995554924, 0.19623422622680664, 0.22161157429218292, 0.24177098274230957, 0.26497596502304077, 0.2810280919075012, 0.29359227418899536, 0.30229684710502625, 0.31269073486328125, 0.3214040696620941, 0.33152082562446594, 0.3343973755836487]","[2547, 1, 1, 19, 19, 19, 2547, 2547, 2547, 2547, 2547, 2547, 2547, 2547, 2547, 2547, 2547, 2547, 2547]",0.32009016251877737,0.12376392632722855,-1.2878033153960715,19
"[""independent""]",sixth,0,0.0,0,"[0.6594622731208801, 0.9678748250007629, 0.6106884479522705, 0.21920466423034668, 0.21762576699256897, 0.2952366769313812, 0.39157164096832275, 0.45944029092788696, 0.4953033924102783, 0.5228639841079712, 0.5411057472229004, 0.5592184066772461, 0.5706116557121277, 0.5786559581756592, 0.5843718647956848, 0.5911832451820374, 0.5964605808258057, 0.6021716594696045, 0.6042798161506653]","[13305, 1, 1, 20394, 1296, 13305, 13305, 13305, 13305, 13305, 13305, 13305, 13305, 13305, 13305, 13305, 13305, 13305, 13305]",0.5298595208870737,0.21762576699256897,-0.6929041050935789,19
"[""an annual two-day multicultural event, blending drama, music and food from Punjabi, Pakistani, Bengali and Hindu cultures""]","is an annual two-day multicultural event, blending drama, music and food from Punjabi",0,0.7857142857142857,0,"[0.24100403487682343, 0.9854534864425659, 0.9996141195297241, 0.9955386519432068, 0.9999040365219116, 0.9999912977218628, 0.9767146110534668, 0.9993833303451538, 0.9988698363304138, 0.7055256962776184, 0.9884064793586731, 0.9997690320014954, 0.9989193677902222, 0.9999157190322876, 0.991617739200592, 0.9995323419570923, 0.9843201041221619, 0.9997809529304504, 0.9885468482971191]","[19, 46, 2041, 192, 18, 1135, 29142, 605, 6, 3, 24854, 6616, 6, 723, 11, 542, 45, 27864, 23]",0.9396214571438337,0.24100403487682343,-0.09821910411221607,19
"[""annual""]","two-day multicultural event,",0,0.0,0,"[0.272591769695282, 0.9988194108009338, 0.9999420642852783, 0.7225345969200134, 0.9701734781265259, 0.992148220539093, 0.9159334897994995, 0.6067461967468262, 0.14986708760261536, 0.3792077600955963, 0.3974792957305908, 0.37697115540504456, 0.3542351722717285, 0.33780810236930847, 0.3231929838657379, 0.3105740547180176, 0.3000669777393341, 0.2922389507293701, 0.2814496159553528]","[192, 18, 1135, 29142, 605, 6, 1, 1, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480]",0.5253673885997973,0.14986708760261536,-0.7969026353169619,19
